nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,HER2,CLDN18.2,MSI-H/dMMR,PD-L1_CPS,EBV,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07219238,"Study to Evaluate the Diagnostic Performance of GEH300079 (68Ga) Injection PET/CT for Detection of PC in Patients With Colorectal, Gastric, Ovarian, or Pancreatic Cancers (PERISCOPE)",PHASE2;PHASE3,Phase 3,RECRUITING,175,GE Healthcare,GE Healthcare,18,1,0,single_arm,1,geh300079 (68ga) injection positron-emission tomography (pet)/computed tomography (ct),geh300079 (68ga) injection positron-emission tomography (pet)/computed tomography (ct),,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0,0,,metastatic · 1st-line
NCT07221149,"A Study to Evaluate the Safety and Efficacy of Pumitamig in Combination With Chemotherapy Versus Nivolumab in Combination With Chemotherapy in Participants With Previously Untreated Advanced or Metastatic Gastric, Gastroesophageal Junction, or Esophageal Adenocarcinoma (ROSETTA Gastric-204)",PHASE2;PHASE3,Phase 3,RECRUITING,690,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,4,CAPOX;FOLFOX,CAPOX;FOLFOX;nivolumab;pumitamig,PD-1,Monoclonal Antibody,CD30;HER2;PD-L1,1,1,1,0,0,1,0,1,0,1,"HER2−, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07227168,A Study of STRO-004 in Adults With Refractory/Recurrent Metastatic Cancer,PHASE1,Phase 1,RECRUITING,200,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-004,pembrolizumab;stro-004,PD-1,ADC,genomic,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07233850,A Phase II Clinical Study Evaluating SSGJ-706 in Combination Therapy for Advanced Gastrointestinal Cancers,PHASE2,Phase 2,NOT_YET_RECRUITING,300,"Shenyang Sunshine Pharmaceutical Co., LTD.",Shenyang Sunshine Pharmaceutical,14,1,0,multi_experimental,4,,ssgj-706+ag;ssgj-706+bevacizumab+xelox;ssgj-706+tp;ssgj-706+xelox,,,HER2;MSI;MSI-H;dMMR,0,1,1,0,1,0,0,0,1,1,"HER2+, MSI-H/dMMR",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0-1
NCT07252661,Study of ACC-1898 in Adult Participants With Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,40,"AccSalus Biosciences, Inc.",AccSalus Biosciences,1,1,0,multi_experimental,2,acc-1898,acc-1898,,Cell Therapy,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07257575,A Randomized Controlled Study of Serplulimab Combined With Chemotherapy for Locally Advanced Gastric Adenocarcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,138,Guangdong Provincial People's Hospital,Guangdong Provincial People's Hospital,5,0,0,active_comparator,2,flot (fluorouracil+leucovorin+oxaliplatin+docetaxel),flot (fluorouracil+leucovorin+oxaliplatin+docetaxel)+serplulimab,PD-1,Monoclonal Antibody,HER2;MSI;MSI-H;PD-L1;dMMR,1,1,1,0,1,1,0,0,0,1,"HER2+, MSI-H/dMMR, PD-L1+",adenoca.
NCT07262619,"EIK1005-002: A Clinical Research Study Evaluating EIK1005, a Werner Helicase Inhibitor, as Monotherapy and in Combination With Pembrolizumab in Participants With Advanced Solid Tumors Including Microsatellite Instability High (MSI-H) Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,160,Eikon Therapeutics,Eikon Therapeutics,10,1,1,multi_experimental,3,eik1005,eik1005;pembrolizumab (keytruda ),WRN,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,0,0,1,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0-1
NCT07277413,A Study of IDE892 as Monotherapy and Combination in MTAP-deleted Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,260,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,4,ide892,ide397;ide892,PRMT5,Small Molecule,MTAP-DELETED;PD-L1;biomarker,0,1,0,0,0,1,0,0,0,1,PD-L1+,metastatic · adenoca. · measurable (RECIST)
NCT07284186,First-in-Human Study of PLX-61639 in Locally Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,155,"Plexium, Inc.",Plexium,1,1,0,single_arm,1,plx-61639,plx-61639,SMARCA2,Small Molecule,SMARCA4,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT07298200,"Clinical Trial on the Safety, Tolerance and Preliminary Efficacy of XH001 Injection Combined With Neoantigen Vaccine-induced Tumor-specific T-cell Injection in Advanced Gastric Cancer",PHASE1,Phase 1,RECRUITING,18,Jia Wei,Jia Wei,1,0,0,multi_experimental,2,tumor vaccine-induced specific t-cell injection;xh001 injection,tumor vaccine-induced specific t-cell injection;xh001 injection,,Vaccine,,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07315750,A Study of Disitamab Vedotin Combined With Trastuzumab and Tislelizumab Versus Chemotherapy Combined With Trastuzumab With or Without Pembrolizumab in HER2-high Expression Advanced Gastric or Gastroesophageal Junction Adenocarcinoma.,PHASE3,Phase 3,RECRUITING,555,"RemeGen Co., Ltd.",RemeGen,51,1,0,active_comparator,2,capox (oxaliplatin/capecitabine);pembrolizumab;trastuzumab,disitamab vedotin;tislelizumab;trastuzumab,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST)
NCT07332533,A Study of KN026-based Combination Therapy in HER2-positive Gastric Cancer,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,490,Shanghai JMT-Bio Inc.,Shanghai JMT-Bio,33,1,0,multi_experimental,4,capecitabine;cisplatin;fluorouracil;oxaliplatin,capecitabine;cisplatin;enlonstobart;fluorouracil;kn026;oxaliplatin;pembolizumab;trastuzumab,HER2,ADC,HER2;PD-L1,1,1,1,0,0,1,0,0,0,1,"HER2+, PD-L1+",metastatic · measurable (RECIST) · ECOG 0 - 1
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07354711,A First-in-human Study of 3H-10000 in Patients With Unresectable or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,170,"3H Pharmaceuticals Co., Ltd.",3H Pharmaceuticals,1,1,0,multi_experimental,2,3h-10000,3h-10000,FGFR2b,ADC,,1,1,0,0,0,0,0,0,0,0,,measurable (RECIST)
NCT07358806,Study to Assess the Effect of OCT-598 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,51,Oscotec Inc.,Oscotec,3,1,0,multi_experimental,9,oct-598,docetaxel;oct-598,EP2/EP4,Small Molecule,,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07358884,First in Human Study of QLS5316 in Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,300,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,single_arm,1,qls5316,qls5316,,,MET,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07364422,To Evaluate the Safety and Tolerability of Study Drug as a Third-line and Beyond Therapy for Recurrent or Metastatic Gastric Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,49,Onconic Therapeutics Inc.,Onconic Therapeutics,5,1,0,single_arm,1,irinotecan (drug);jpi-547,irinotecan (drug);jpi-547,PARP,Small Molecule,BRCA1;BRCA2;HRD,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07371663,An Phase Ib/II Clinical Trial of TCC1727 Combination Therapy in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,266,"Beijing Tide Pharmaceutical Co., Ltd",Beijing Tide Pharmaceutical,2,1,0,multi_experimental,3,benmelstobart injection;tcc1727 tablet,benmelstobart injection;tcc1727 tablet,PARP,Cell Therapy,ALK;BRAF;KRAS;MET;MSI;MSI-H;PD-L1;RET;ROS1;biomarker,1,1,0,0,1,1,0,1,1,1,"MSI-H/dMMR, PD-L1+",metastatic · 1st-line · small-cell · measurable (RECIST)
NCT07390838,A Study of SH009 Injection in Patients With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,150,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",Nanjing Sanhome Pharmaceutical,16,1,0,single_arm,1,sh009,sh009,,,PD-L1;biomarker,0,1,0,0,0,1,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT07392892,Symbiotic-GI-16: A Study to Learn About the Study Medicine Called PF-08634404 in Combination With Chemotherapy in Gastroesophageal Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,840,Pfizer,Pfizer,687,1,1,active_comparator,3,nivolumab,pf-08634404,PD-1,Bispecific Antibody,MMR-PROFICIENT;MSI-H;PD-L1;dMMR,1,1,0,0,0,1,0,0,0,1,PD-L1+,metastatic · adenoca. · ECOG 0-1
NCT07394205,Clinical Study of CBG131 CAR-T Cell Injection for the Treatment of CLDN18.2-Positive Advanced Gastric and Pancreatic Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,18,First Affiliated Hospital of Wenzhou Medical University,First Affiliated Hospital of Wenzhou Medical University,3,0,0,single_arm,1,cbg131 car-t cell infusion,cbg131 car-t cell infusion,CLDN18.2,CAR-T,CLDN18.2;PD-L1,1,1,0,1,0,1,0,0,0,1,"CLDN18.2+, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT07419841,A Phase 1 Study of the Safety and Tolerability of CTX-10726,PHASE1,Phase 1,RECRUITING,70,Compass Therapeutics,Compass Therapeutics,6,1,0,multi_experimental,2,ctx-10726,ctx-10726,,,MET;MMR;MSI;PD-L1;dMMR,0,1,0,0,1,1,0,0,1,1,"MSI-H/dMMR, PD-L1+",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07431281,"Sonesitatug Vedotin in Combination With Capecitabine With or Without Rilvegostomig in Participants With Advanced or Metastatic Gastric, Gastroesophageal Junction, or Esophageal Adenocarcinoma Expressing Claudin18.2",PHASE3,Phase 3,RECRUITING,2130,AstraZeneca,AstraZeneca,780,1,1,active_comparator,5,capecitabine;fluorouracil;leucovorin;nivolumab;oxaliplatin;zolbetuximab,capecitabine;nivolumab;rilvegostomig;sonesitatug vedotin,PD-1,Monoclonal Antibody,CD30;CLDN18.2;HER2;PD-L1,1,1,1,1,0,1,0,1,0,1,"HER2+, CLDN18.2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07432295,Givastomig Combined With Nivolumab and Chemotherapy in Adults With CLDN18.2 Positive Metastatic Gastric Cancer (GIVA-2),PHASE2,Phase 2,RECRUITING,180,I-Mab Biopharma US Limited,I-Mab Biopharma US,6,1,0,active_comparator,3,5fluorouracil;capecitabine;leucovorin;nivolumab;oxaliplatin,5fluorouracil;capecitabine;givastomig;leucovorin;nivolumab;oxaliplatin,PD-1,Monoclonal Antibody,CD30;CLDN18.2;HER2;PD-L1,1,1,1,1,0,1,0,1,1,1,"HER2+, CLDN18.2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07432633,[18F]FPyQCP PET Imaging of Fibroblast Activation Protein in Selected Oncology Indications,PHASE1;PHASE2,Phase 2,RECRUITING,71,Blue Earth Diagnostics,Blue Earth Diagnostics,11,1,0,single_arm,1,[18f]fpyqcp,[18f]fpyqcp,FAP,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous
NCT07453394,QLS5132 Combination Therapy in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,626,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,multi_experimental,5,,qls5132; bevacizumab;qls5132; olaparib; bevacizumab;qls5132; platinum; bevacizumab;qls5132; ql1706; ql2107;qls5132; ql1706; ql2107; carboplatin; cisplatin; oxaliplatin,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07454642,AVA6103 in Subjects With Locally Advanced or Metastatic Selected Solid Tumors,PHASE1,Phase 1,RECRUITING,174,Avacta Life Sciences Ltd,Avacta Life Sciences,2,1,0,multi_experimental,3,ava6103,ava6103,FAP,Peptide,FAP;SLFN11,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT07481357,A First-In-Human Phase I/IIa Study to Evaluate DA 3501 in Patients With Advanced Gastric or Gastro-esophageal Junction Adenocarcinoma and Pancreatic Ductal Adenocarcinoma,PHASE1,Phase 1,RECRUITING,51,"Dong-A ST Co., Ltd.",Dong-A ST,6,1,0,multi_experimental,11,da-3501,da-3501,CLDN18.2,ADC,CLDN18.2,1,1,0,1,0,0,0,0,0,1,CLDN18.2+,advanced · adenoca. · measurable (RECIST)
NCT07483554,IBI343 in Combination Therapy for Advanced Malignant Solid Tumors,PHASE2,Phase 2,RECRUITING,389,Innovent Biologics (Suzhou) Co. Ltd.,Innovent,107,1,0,single_arm,1,albumin-bound paclitaxel;gemcitabine;ibi343,albumin-bound paclitaxel;gemcitabine;ibi343,CLDN18.2,Monoclonal Antibody,CLDN18.2,1,1,0,1,0,0,0,0,0,1,CLDN18.2+,metastatic · measurable (RECIST)
NCT07488611,PROGAIN Trial in Gastric Cancer Surgery,PHASE3,Phase 3,RECRUITING,110,Soonchunhyang University Hospital,Soonchunhyang University Hospital,1,0,0,active_comparator,2,standard peripheral parenteral nutrition (winuf injection),protein-enriched peripheral parenteral nutrition (winuf a+ injection),,,,0,1,0,0,0,0,0,0,0,0,,
NCT07488676,"A Study of ASP546C in Adults With Gastroesophageal Cancer, Pancreatic Cancer or Other Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,150,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,4,asp546c,asp546c,CLDN18.2,Monoclonal Antibody,CLDN18.2;ER;HER2;PR;biomarker,1,1,1,1,0,0,0,0,0,1,"HER2+, CLDN18.2+",metastatic · adenoca. · measurable (RECIST)
NCT07507526,"A Study of Disitamab Vedotin, Tunlametinib, and PD-1 Antibody for Advanced Gastric Cancer",PHASE2,Phase 2,NOT_YET_RECRUITING,76,Sun Yat-sen University,Sun Yat-sen University,73,0,0,single_arm,1,tunlametinib+pd-1 mab,tunlametinib+pd-1 mab,MEK,Small Molecule,HER2,0,1,1,0,0,0,0,0,1,1,HER2+,advanced · 2nd-line+ · measurable (RECIST)
NCT07517198,Dose Determining Study of EXS74539 (REC-4539) in Participants With Select Solid Tumors,PHASE1,Phase 1,RECRUITING,40,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.","Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals",3,1,0,single_arm,1,exs74539,exs74539,LSD1,Small Molecule,,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07518147,A Study Comparing BL-M05D1 With the Investigator's Choice of Treatment Regimen in Patients With Claudin (CLDN)18.2-Positive Advanced Gastric Cancer or Gastroesophageal Junction Adenocarcinoma (GC/GEJC) Who Have Received Prior First-Line Treatment,PHASE3,Phase 3,RECRUITING,438,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,2,docetaxel;irinotecan hydrochloride;paclitaxel,bl-m05d1,CLDN18,ADC,CLDN18.2;HER2,1,1,1,0,0,0,0,1,0,1,HER2+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07522151,Clinical Study of Adebrelimab Therapy in the Perioperative Treatment of Gastric Cancer or Gastroesophageal Junction Cancer,PHASE3,Phase 3,RECRUITING,874,"Shanghai Shengdi Pharmaceutical Co., Ltd",Shanghai Shengdi Pharmaceutical,5,1,0,multi_experimental,2,,adebrelimab blank preparation plus s-1 and oxaliplatin.;adebrelimab plus s-1 and oxaliplatin,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,0,,neoadjuvant · adenoca.
NCT07529808,Phase 1/2 Study of BHB810 in Advanced Gastric and GEJ Adenocarcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,164,"BigHat Biosciences, Inc.",BigHat Biosciences,1,1,0,multi_experimental,3,bhb810,bhb810,CDH17,ADC,,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07532902,A Study of BMS-986504 With Standard-of-Care Therapy for People With Solid Tumor Cancer,PHASE1,Phase 1,RECRUITING,60,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,multi_experimental,3,bms-986504,bms-986504;fluorouracil;gemcitabine;ipilimumab;leucovorin;nivolumab;oxaliplatin;platinum,MTAP,Small Molecule,HER2;MTAP-DEFICIENT;PD-L1,0,1,1,0,0,1,0,0,1,1,"HER2+, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 1
NCT07544589,A Phase 1 Study Evaluating DISP-10 in Participants With Advanced Gastrointestinal Cancers,PHASE1,Phase 1,RECRUITING,66,Dispatch Biotherapeutics,Dispatch Biotherapeutics,1,1,1,single_arm,1,disp-10,disp-10,BCMA,,,0,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07551362,Dual-target CLDN18.2/HER2 CAR-NK Cells for Advanced Gastric/GEJ Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,2,cyclophosphamide;eb-dt-car-nk;fludarabine,cyclophosphamide;eb-dt-car-nk;fludarabine,CLDN18.2,CAR-T,CLDN18.2;HER2;biomarker,1,1,1,1,0,0,0,0,0,1,"HER2+, CLDN18.2+",metastatic · adenoca. · measurable (RECIST)
NCT07554521,A Study to Evaluate Efficacy and Safety of Tislelizumab Plus Chemotherapy for Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Adenocarcinoma and Esophageal Squamous Cell Carcinoma in Racial and Ethnic Minority Patients in the United States,PHASE2,Phase 2,RECRUITING,30,BeOne Medicines,BeiGene/BeOne,149,1,0,multi_experimental,2,5-fluorouracil (5-fu);leucovorin;oxaliplatin;tislelizumab,5-fluorouracil (5-fu);capecitabine;leucovorin;oxaliplatin;tislelizumab,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,1,0,0,0,1,"HER2+, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT07578571,A Phase 1 Study of IM-1617 in Participants With Advanced Cancer,PHASE1,Phase 1,RECRUITING,175,"Immunome, Inc.",Immunome,4,1,0,multi_experimental,2,im-1617,im-1617,,ADC,HER2;PD-L1;biomarker,1,1,1,0,0,1,0,0,1,1,"HER2+, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07594964,"To Evaluate the Safety, Tolerability, and Preliminary Efficacy of XH001 Injection as Adjuvant Therapy in Patients With High-risk Recurrent Solid Tumors",PHASE1,Phase 1,RECRUITING,48,Shenzhen Xinhe Biomedical,Shenzhen Xinhe Biomedical,1,1,0,single_arm,1,mfolfirinox treatment;xh001 injection,mfolfirinox treatment;xh001 injection,,Vaccine,,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · ECOG 0-1
NCT07595237,A IIT Study of 177Lu-DOTA-SNA040,EARLY_PHASE1,Phase 1,RECRUITING,12,SmartNuclide Biopharma,SmartNuclide Biopharma,8,1,0,multi_experimental,4,177lu-dota-sna040,177lu-dota-sna040,CLDN18.2,Radiopharmaceutical,Claudin 18.2,0,1,0,1,0,0,0,1,0,1,CLDN18.2+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07623369,A First-in-Human Study of HH160 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,299,Huahui Health,Huahui Health,3,1,0,multi_experimental,3,hh160,hh160,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07646106,THE-0504 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,30,Thena Biotech S.r.l.,Thena Biotech,1,1,0,single_arm,1,the-0504,the-0504,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT07660055,Study of [177Lu]Lu-DWJ155 and [68Ga]Ga-DWJ155 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,156,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,[177lu]lu-dwj155;diagnostic test: [68ga]ga-dwj155,[177lu]lu-dwj155;diagnostic test: [68ga]ga-dwj155,HER2,Radiopharmaceutical,HER2,0,1,1,0,0,0,0,0,0,1,HER2+,advanced · measurable (RECIST)
NCT07670312,Evaluation of XYA02 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,190,"XYone Therapeutics, Inc",XYone Therapeutics,1,1,0,multi_experimental,2,xya02,xya02,MUC1,ADC,ALK;BRAF,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07673887,A Study of ASP2138 Together With Chemotherapy and Pembrolizumab in Adults With Gastric Cancer,PHASE3,Phase 3,RECRUITING,570,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,placebo_comparator,2,capecitabine;fluorouracil;leucovorin;oxaliplatin;pembrolizumab;placebo for asp2138;placebo for pembrolizumab,asp2138;capecitabine;fluorouracil;leucovorin;oxaliplatin;pembrolizumab,CLDN18.2,Monoclonal Antibody,CLDN18.2;HER2;MMR;MSI;PD-L1,1,1,1,1,1,1,0,0,1,1,"HER2+, CLDN18.2+, MSI-H/dMMR, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07689851,Chemoradiotherapy and SHR-1701 in Patients With Unresectable Gastric Cancer,PHASE2,Phase 2,RECRUITING,60,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",24,0,0,single_arm,1,copox;radiotherapy;shr-1701,copox;radiotherapy;shr-1701,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,1,0,0,0,1,"HER2−, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT07692204,A Dose Optimization/Expansion Study of SAR445877 in Adult Chinese Participants With Advanced Gastric or Gastroesophageal Junction Cancer,PHASE2,Phase 2,RECRUITING,30,Sanofi,Sanofi,413,1,1,multi_experimental,2,sar445877,sar445877,EGFR,Monoclonal Antibody,HER2;KRAS;MMR;MSI;MSI-H;PD-L1;dMMR,1,1,1,1,1,1,0,0,1,1,"HER2+, CLDN18.2+, MSI-H/dMMR, PD-L1+",metastatic · 2nd-line+ · measurable (RECIST)
NCT07700979,"Phase 3 Study of Cadonilimab Combined With Chemotherapy vs Chemotherapy in Combination With or Without Nivolumab for the 1L Treatment of Participants With HER2-negative, Previously Untreated, Unresectable or Metastatic Gastric/GEJ Adenocarcinoma",PHASE3,Phase 3,NOT_YET_RECRUITING,900,Akeso,Akeso,103,1,0,active_comparator,2,CAPOX;nivolumab,CAPOX;cadonilimab,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,1,0,0,1,1,"HER2+, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0
NCT07702292,[68Ga]BED003 PET Imaging of Fibroblast Activation Protein in Selected Oncology Indications,PHASE2,Phase 2,RECRUITING,71,Blue Earth Diagnostics,Blue Earth Diagnostics,11,1,0,single_arm,1,[68ga]bed003,[68ga]bed003,,,,0,1,0,0,0,0,0,1,0,0,,neoadjuvant · 1st-line · ductal
NCT07705035,DBC-664 in Adult Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,210,"Duboce Biopharmaceuticals, Inc.",Duboce Biopharmaceuticals,1,1,0,multi_experimental,2,dbc-664,dbc-664,,,,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07705334,"A Study of SHY-ONC6, a Novel Proteasome Inhibitor, in Adults With Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,RECRUITING,30,SHY Therapeutics,SHY Therapeutics,1,1,0,single_arm,1,shy-onc6,shy-onc6,,Cell Therapy,,1,1,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07715747,"A Phase I Study to Evaluate the Safety,Pharmacokinetics,Pharmacodynamics,and Efficacy of TJ037130 in Adult Participants With Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,128,"TJ Biopharma Co., Ltd.",TJ Biopharma,11,1,0,single_arm,1,tj037130,tj037130,,,PD-L1,0,1,0,0,0,1,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT07738939,IKS04 Regimen in Advanced Solid Tumors That Express CA242,PHASE1,Phase 1,NOT_YET_RECRUITING,120,Iksuda Therapeutics Ltd.,Iksuda Therapeutics,3,1,0,multi_experimental,5,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,,ADC,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07781852,Evaluation of the Distribution of 64Cu/68Ga Labeled CM500 in Healthy Volunteers and Patients With Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,Lumina Pharmaceuticals Inc,Lumina Pharmaceuticals,1,1,0,active_comparator,4,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,,Peptide,,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT07793318,TR115 in ARID1A-Mutated Advanced Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,50,Tarapeutics Science Inc.,Tarapeutics Science,7,1,0,single_arm,1,tr115,tr115,,,biomarker;biomarker analysis,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07801508,A Study of [68Ga]Ga-DWJ155 in Adult Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,66,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,diagnostic test: [68ga]ga-dwj155,diagnostic test: [68ga]ga-dwj155,HER2,Radiopharmaceutical,HER2,0,1,1,0,0,0,0,1,0,1,HER2+,1st-line · adenoca. · measurable (RECIST)
NCT07806500,Phase Ib Study of Oral R01 Monotherapy in Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,18,"Beijing Anjianxi Bio-Medical Technology Co., Ltd.",Beijing Anjianxi Bio-Medical Technology,1,1,0,single_arm,1,r01,r01,,Cell Therapy,,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07807345,Phase 1 Study of STRO-006 in Adults With Refractory Solid Tumors That Are Recurrent or Metastatic,PHASE1,Phase 1,NOT_YET_RECRUITING,285,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-006,pembrolizumab;stro-006,PD-1,,HER2,0,1,1,0,0,0,1,0,1,1,"HER2+, EBV+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
